id,song_name,artist_name,popularity,release_date,genres,danceability,energy,valence,tempo,loudness,duration_ms,key,mode
3LlAyCYU26dvFZBDUIMb7a,Demons,Imagine Dragons,72,2012-09-04,"modern rock, pop, rock",0.5,0.71,0.419,89.929,-3.015,175200,3,1
4xzZikEt8mwemVk9JxnqSQ,Yesterday,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.559,0.641,0.577,156.038,-6.118,205114,4,1
5UlnuulVAVmmesw4VzqHdG,Enemy - From the series Arcane League of Legends,Imagine Dragons,70,2021-10-27,"modern rock, pop, rock",0.722,0.745,0.52,77.029,-4.164,173381,7,1
6tvDAC8atHIjyLgvOEK1fK,Monday,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.803,0.649,0.797,90.006,-5.842,187896,6,1
5QLhl7uDuDypn7kN34RFPj,Dull Knives,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.51,0.616,0.32,110.346,-6.997,213482,6,1
3mk4p8cBDd9bzTgooRrFoG,Lonely,Imagine Dragons,1,2021-09-03,"modern rock, pop, rock",0.714,0.73,0.873,97.983,-5.564,159851,0,1
6xSIsFET1hxpaYFQuHux4P,My Life,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.525,0.427,0.305,129.982,-7.282,224512,4,1
149BxWeweaCqmsyedkNiiE,Wrecked,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.625,0.562,0.229,93.998,-5.828,244005,0,0
6z39NC4VSSweBHFg9kAoja,#1,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.692,0.695,0.634,92.98,-4.448,205041,1,1
3wWXNV94Ys2vQcFxgnWkut,Easy Come Easy Go,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.673,0.459,0.477,139.817,-7.274,179872,3,0
7FNq9WjxUTIx6OCSPzzopE,Giants,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.487,0.603,0.44,62.385,-7.96,210402,11,0
1BhkCNB6yE8OPdOnazI3O5,It's Ok,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.502,0.322,0.168,185.655,-7.59,202498,0,1
375kzpRydDdOxOSCGMK53b,Follow You,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.544,0.732,0.45,124.875,-5.984,175644,9,1
4XhseSDGzoj15T6sWy97L9,Cutthroat,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.668,0.626,0.679,165.926,-5.278,169741,7,1
591rVlNAjjUyA44aq6PzTH,No Time For Toxic People,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.584,0.742,0.585,75.986,-5.201,207870,0,1
7MzYWwzeBKEQ2rRGUQmdES,One Day,Imagine Dragons,0,2021-09-03,"modern rock, pop, rock",0.68,0.414,0.639,89.945,-7.955,151337,4,0
2FY7b99s15jUprqC0M5NCT,Natural,Imagine Dragons,79,2018-11-09,"modern rock, pop, rock",0.704,0.611,0.22,99.994,-6.112,189467,2,1
2RSHsoi04658QL5xgQVov3,Bad Liar,Imagine Dragons,78,2018-11-09,"modern rock, pop, rock",0.307,0.637,0.0805,88.693,-6.993,260773,3,1
2uZVfvOK7MTjBTRICYmpso,Birds (feat. Elisa),Imagine Dragons,54,2019-06-20,"modern rock, pop, rock",0.627,0.527,0.293,119.995,-7.012,219435,1,0
4uGY9CqDtGtaTTLg1cgsWD,Machine,Imagine Dragons,61,2018-11-09,"modern rock, pop, rock",0.638,0.677,0.585,81.045,-5.28,181880,4,1
2B1fuWoWaYnCXbjYp1gXg5,Boomerang,Imagine Dragons,53,2018-11-09,"modern rock, pop, rock",0.429,0.559,0.343,100.081,-7.492,187800,2,1
2bzitsPcImYC6DZWvvLCQi,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,66,2018-11-09,"modern rock, pop, rock",0.635,0.661,0.251,90.018,-7.543,210933,6,1
7FdUvDkaE24o3FPIWTvzv2,Follow You,Imagine Dragons,62,2021-03-12,"modern rock, pop, rock",0.542,0.732,0.489,124.912,-5.956,175644,9,1
2sU9EjevkrU9OkPZudvFNN,Believer (feat. Lil Wayne),Imagine Dragons,58,2019-01-07,"modern rock, pop, rock",0.487,0.838,0.762,93.701,-4.319,219705,10,0
2nkoWsTZa8LKPNGdjI5uxj,West Coast,Imagine Dragons,62,2018-11-09,"modern rock, pop, rock",0.67,0.715,0.677,104.969,-6.18,217173,0,1
1uRBbjQ3uNFXCncWyNomHf,Only,Imagine Dragons,51,2018-11-09,"modern rock, pop, rock",0.691,0.804,0.423,104.996,-5.029,180733,9,1
6LXMUR2rpxFBDo6nilS3yX,Cool Out,Imagine Dragons,52,2018-11-09,"modern rock, pop, rock",0.636,0.718,0.438,143.929,-4.833,217867,1,0
3R4Xk37WTagjzODMNEQLvs,Bullet In A Gun,Imagine Dragons,51,2018-11-09,"modern rock, pop, rock",0.816,0.736,0.476,130.028,-5.495,204853,8,1
5Z9SQPYU95S6M1vcbLsDt2,Stuck,Imagine Dragons,48,2018-11-09,"modern rock, pop, rock",0.621,0.478,0.248,115.036,-8.246,190853,5,1
6Tvzf3VEi16JMhAgOwdt2y,Birds,Imagine Dragons,69,2018-11-09,"modern rock, pop, rock",0.649,0.516,0.35,119.997,-7.428,219440,1,0
0n0TbMUY2xrZlvd5J6XsqO,Cutthroat,Imagine Dragons,45,2021-03-12,"modern rock, pop, rock",0.66,0.625,0.686,166.284,-5.277,169741,7,1
5d41vXH0zvpwUrHrmqKqDc,Love,Imagine Dragons,54,2018-11-09,"modern rock, pop, rock",0.697,0.507,0.382,82.483,-6.178,166360,8,1
6mXFjc0VbW0vs8UeEkT85r,I Don’t Know Why,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.491,0.65,0.0705,121.123,-7.362,190120,2,1
2LaCyasH2uVsTPrO3bgLEK,Next To Me,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.296,0.683,0.398,171.365,-4.413,230289,2,1
1AJQ97yAt6xfeF7nQaE1t8,Walking The Wire,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.307,0.764,0.133,99.647,-5.268,232907,4,1
1lgN0A2Vki2FTON5PYq42m,Warriors,Imagine Dragons,64,2015-10-16,"modern rock, pop, rock",0.372,0.851,0.307,78.094,-6.238,170067,4,0
0WVAQaxrT0wsGEG4BCVSn2,Born To Be Yours,Kygo,58,2018-06-15,"edm, pop, pop dance, tropical house",0.688,0.688,0.451,114.011,-5.84,193321,3,1
3mha0HzD52axbosG3H4Xsm,Rise Up,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.344,0.73,0.0769,93.702,-6.582,231720,8,1
7JAzAyjbJFPznEFdqpa1Si,Real Life,Imagine Dragons,52,2018-11-09,"modern rock, pop, rock",0.262,0.562,0.123,195.556,-7.987,247547,0,1
4J2RaG4UH2HCThcqzDpeAF,Start Over,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.698,0.929,0.74,98.026,-5.046,186080,4,1
15DrrIod12Tc2IoMaHiwlQ,I Bet My Life,Imagine Dragons,57,2014-09-18,"modern rock, pop, rock",0.553,0.657,0.555,107.889,-8.219,192707,1,1
226wUCyDbHZ0cAs3InvNmo,Mouth Of The River,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.488,0.91,0.3,96.003,-6.991,221560,8,1
4qhDA6s0MkD5XpDqGLHIEY,Digital,Imagine Dragons,49,2018-11-09,"modern rock, pop, rock",0.49,0.889,0.383,166.784,-5.179,201040,7,1
64MmobYNviePoiaINMrbMn,Shots,Imagine Dragons,50,2014-09-18,"modern rock, pop, rock",0.552,0.76,0.338,104.957,-6.861,232333,11,0
6NaBDHz9C7Uz9Z9CwLXQin,Bleeding Out,Imagine Dragons,53,2012-09-04,"modern rock, pop, rock",0.287,0.754,0.285,169.336,-4.077,221053,5,0
4GITtbZtRCQXhWLMXrWXHt,Roots,Imagine Dragons,62,2015-08-27,"modern rock, pop, rock",0.637,0.887,0.596,157.759,-5.444,174507,7,0
5Q7zuH8VNu7aLappSusPu6,Burn Out,Imagine Dragons,49,2018-11-09,"modern rock, pop, rock",0.588,0.494,0.291,135.015,-8.831,273880,10,0
4y5pvUsy617AUKl4l25lk8,I’ll Make It Up To You,Imagine Dragons,0,2017-06-23,"modern rock, pop, rock",0.334,0.694,0.166,176.897,-7.41,262600,7,1
6Ng999MKVY9ikd8FtGaNnz,Polaroid,Imagine Dragons,44,2015-10-16,"modern rock, pop, rock",0.423,0.603,0.258,155.207,-6.832,230013,1,1
4Z1WUYEO47LPbsV3WchCyP,Gold,Imagine Dragons,0,2014-12-16,"modern rock, pop, rock",0.314,0.471,0.269,110.042,-6.914,216160,9,0
5WZn6AJc3D8xM58UqPlco9,My Fault,Imagine Dragons,36,2012-09-04,"modern rock, pop, rock",0.596,0.813,0.519,108.507,-6.226,175333,7,1
4o74y4XY1ypNZkZtZkK8Wi,I’m So Sorry,Imagine Dragons,59,2014-09-18,"modern rock, pop, rock",0.524,0.679,0.37,142.588,-6.01,230200,2,0
3ubpkIvw8SDchaRPEKIQPS,Release,Imagine Dragons,40,2015-10-16,"modern rock, pop, rock",0.379,0.397,0.408,138.356,-11.247,148200,2,0
25DpvTS4zsmLiVLx8Zv3N0,Dream,Imagine Dragons,50,2014-09-18,"modern rock, pop, rock",0.346,0.509,0.115,143.437,-7.693,258000,1,0
3dw0A0cbqT6Oy2V8KfGwIT,Tiptoe,Imagine Dragons,44,2012-09-04,"modern rock, pop, rock",0.527,0.82,0.251,120.041,-5.855,193000,6,1
46bkeaB7DA45q7PdKWLFkR,Amsterdam,Imagine Dragons,45,2012-09-04,"modern rock, pop, rock",0.517,0.768,0.206,115.002,-4.961,241427,9,1
6pLhhL7EzoVWoyvyTBjqP6,Round And Round,Imagine Dragons,40,2012-09-04,"modern rock, pop, rock",0.455,0.858,0.48,141.947,-4.221,196933,0,0
7oeeeHdNY8S6zVsU0fuWLr,Trouble,Imagine Dragons,34,2014-09-18,"modern rock, pop, rock",0.402,0.89,0.302,159.924,-5.31,191400,8,1
3Agiwcd2KjBOG2MkckhC3i,Hear Me,Imagine Dragons,42,2012-09-04,"modern rock, pop, rock",0.613,0.833,0.54,125.03,-4.694,232240,4,1
2iIb73Qn02LsZwpW8RJUxh,Friction,Imagine Dragons,49,2014-09-18,"modern rock, pop, rock",0.671,0.537,0.273,104.007,-8.745,201800,8,1
2Xaw1RrXP3mdooKWysuRJ8,Monster,Imagine Dragons,60,2015-10-16,"modern rock, pop, rock",0.472,0.774,0.443,179.943,-5.383,249493,3,1
5ygTySvimUjWJk9WLgMDCn,Hopeless Opus,Imagine Dragons,40,2015-10-16,"modern rock, pop, rock",0.633,0.657,0.591,140.041,-6.166,238800,3,1
7ER7vcy7u2ajg5IV45WBFw,Thunder / Young Dumb & Broke (with Khalid) - Medley,Imagine Dragons,58,2017-12-20,"modern rock, pop, rock",0.439,0.681,0.3,168.082,-5.516,251284,0,1
2Q4OrJV7rGtUpPsLGbchgr,Thief,Imagine Dragons,40,2015-10-16,"modern rock, pop, rock",0.418,0.715,0.129,149.954,-5.75,227493,0,1
3M0yRNYZ3GIjHYSNPHazOh,Gasolina y Mechero,Depresión Sonora,54,2021-03-05,spanish post-punk,0.638,0.833,0.754,93.004,-10.535,152645,11,1
2VyMyqR2ona9yAFk7WsJNW,Ya No Hay Verano,Depresión Sonora,61,2020-05-08,spanish post-punk,0.583,0.76,0.977,179.834,-6.616,174667,6,1
6P2ITQT43x0rC0yqkSaXNo,Hasta Que Llegue la Muerte,Depresión Sonora,53,2020-05-08,spanish post-punk,0.749,0.907,0.98,169.978,-3.79,220463,1,0
2N7QCU3QVT72B9sQIWXPHr,Como todo el Mundo,Depresión Sonora,56,2022-11-03,spanish post-punk,0.671,0.88,0.532,102.003,-5.05,231587,2,1
6HNBKSdmLoB6v5vszsiszt,"Generación Perdida, Diversión Prohibida",Depresión Sonora,50,2021-05-28,spanish post-punk,0.605,0.683,0.965,176.014,-12.341,201109,9,1
4VX4DD8LXBM0apZMovdHMB,Apocalipsis Virtual,Depresión Sonora,45,2021-04-22,spanish post-punk,0.617,0.777,0.921,96.513,-9.736,237914,1,0
7kMBShbwV14jpAQ0GZRB2i,desorden del sueño,Ghouljaboy,0,2021-11-26,emo trap en espanol,0.415,0.836,0.567,179.818,-4.479,146980,10,1
0wsUq03EBFYY9SYpAXo3Wv,Hay Que Abandonar Este Lugar,Depresión Sonora,46,2020-05-08,spanish post-punk,0.677,0.869,0.935,159.994,-5.657,180750,11,0
45Bs2kaTWFUVJQV7Cpzn2x,Dime Que Me Odias,Depresión Sonora,44,2020-05-08,spanish post-punk,0.691,0.789,0.962,170.06,-5.704,208941,10,1
6uLWL3A4nisoEeGzuZEfEF,Mira Mis Ojos,Depresión Sonora,41,2020-05-08,spanish post-punk,0.695,0.779,0.96,123.964,-4.651,176129,3,1
4K3j4RfU2P4EX1yuLJSdkB,15,The Space Ocean,44,2020,,0.415,0.492,0.239,172.981,-11.88,229725,11,1
72iP5oCnYyN3unguw4wMD1,Veo tan Dentro,Depresión Sonora,52,2022-11-03,spanish post-punk,0.619,0.883,0.495,181.975,-5.632,239933,9,1
648639ImUdRqgV1nzvXYQE,Tú No Me Tienes Que Salvar,Depresión Sonora,49,2020-12-10,spanish post-punk,0.656,0.699,0.752,94.5,-10.035,230249,11,1
0UJlzOqGuPcZ8YWGz9bd4q,Ya no te veré,Depresión Sonora,42,2022-06-16,spanish post-punk,0.31,0.801,0.42,161.325,-7.337,230251,0,1
5RKUztud1fb5UhO4gljjl7,It's Ok - Slowed,Edith Whiskers,60,2021-05-12,,0.58,0.183,0.196,131.762,-13.6,214371,6,0
55DfugJIh1351fCiwO2we2,La Tormenta De Arena,Dorian,61,2009-09-13,"spanish indie pop, spanish modern rock",0.603,0.805,0.555,127.984,-2.952,368360,6,0
3JUaCIDpLc2kmY86lCm3aT,Ya no siento nada,Alizzz,44,2021-11-26,"tontipop, vapor twitch",0.679,0.742,0.695,120.123,-5.757,192313,9,1
78NzYFBsYY78qeazgKZCoc,No m'estima +,Mushkaa,47,2023-08-11,,0.527,0.708,0.514,130.039,-7.035,192000,8,0
5GjKmTQY3ANW1QzvMU0W1l,El Mambo,Mushkaa,42,2023-06-30,,0.703,0.905,0.767,115.017,-4.477,128000,7,1
65i39CwDMx05aGt3Wnl0eI,El Tonteo,The Tyets,47,2023-03-03,"musica catalana, trap catala",0.836,0.89,0.63,99.989,-3.278,119735,5,1
2VaX7eyMo7UxIQgCPVfZoc,Sembla Mentida,Mushkaa,44,2023-02-24,,0.779,0.697,0.749,94.0,-7.643,176000,2,1
3h4CfJl73mhxOxDRPzIIIM,Tu y Yo,Ceaxe,20,2022-07-01,,0.599,0.777,0.689,104.365,-3.985,185970,5,0
2aTvlIMGoo2L9x5YzJNjj5,La Gent Que Estimo,Oques Grasses,59,2021-05-28,"indie catala, musica catalana, reggae catala, rock catala",0.348,0.239,0.145,104.716,-13.241,239760,10,1
6uwVwVdsXpOmq1BYY8rDtM,Coti x Coti,The Tyets,46,2023-02-17,"musica catalana, trap catala",0.798,0.636,0.573,97.991,-5.264,147726,0,1
1KoM5GTuiZMAbdWY7hkdoi,Bailoteo,The Tyets,49,2023-03-03,"musica catalana, trap catala",0.805,0.786,0.864,132.938,-4.972,180092,9,1
7aMxgxCCbkmtRpNNB5OWgY,Elefants,Oques Grasses,55,2021-05-28,"indie catala, musica catalana, reggae catala, rock catala",0.614,0.722,0.431,138.097,-6.851,242387,1,1
15Q0nVMGSUJJWsRcEvk6ik,Avions volant,Julieta,27,2023-06-09,musica catalana,0.515,0.498,0.232,159.815,-9.572,174200,5,1
53NxLx3tMSZi4jOY3P7HkE,Magdalenes,31 FAM,28,2018-04-16,"rap catala, trap catala",0.828,0.361,0.0798,95.004,-13.667,209684,5,0
3GboiOxbJD3Y0uKmfjF4Ip,Clar que t’he trobat a faltar,The Tyets,44,2023-03-03,"musica catalana, trap catala",0.814,0.668,0.462,176.015,-4.569,208871,1,0
3Rch2FyIqqoyNKfFO7mB83,SECR3T,Julieta,45,2022-11-07,musica catalana,0.779,0.776,0.425,104.998,-5.021,138857,2,1
5zfVQFZ6T20uTip2mti2pn,DIABLA,Figa Flawas,52,2024-01-26,musica catalana,0.686,0.802,0.62,178.0,-4.445,162472,5,0
73MjFllwVXf4jpgsw0eRUi,TAS LOKO,Mushkaa,38,2023-04-14,,0.638,0.829,0.63,139.999,-4.862,245000,9,0
6wf7Yu7cxBSPrRlWeSeK0Q,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,85,2023-07-13,"art pop, pop",0.391,0.084,0.111,79.449,-17.843,222370,0,1
3GYlZ7tbxLOxe6ewMNVTkw,TV,Billie Eilish,82,2022-07-21,"art pop, pop",0.412,0.236,0.119,140.214,-15.159,281381,4,0
4R2kfaDFhslZEMJqAFNpdd,cardigan,Taylor Swift,83,2020-07-24,pop,0.613,0.581,0.551,130.033,-8.588,239560,0,0
5UXJzLFdBn6u9FJTCnoHrH,Memories,Conan Gray,77,2022-06-24,"bedroom pop, pop, pov: indie",0.34,0.684,0.556,112.969,-6.306,248819,11,1
0DuWDLjriRPjDRoPgaCslY,Love In The Dark,Adele,79,2015-11-20,"british soul, pop, pop soul, uk pop",0.331,0.341,0.152,109.821,-6.057,285935,9,0
1Fid2jjqsHViMX6xNH70hE,Atlantis,Seafret,81,2016-01-29,folk-pop,0.4,0.479,0.213,166.159,-7.989,229173,8,0
3hUxzQpSfdDqwM3ZTFQY0K,august,Taylor Swift,83,2020-07-24,pop,0.532,0.623,0.403,89.937,-9.208,261923,5,1
5SHpuW2qjkQtFRpE6P9Nks,The 30th,Billie Eilish,72,2022-07-21,"art pop, pop",0.387,0.135,0.21,82.987,-14.398,216448,7,1
4xqrdfXkTW4T0RauPLv3WA,Heather,Conan Gray,84,2020-03-20,"bedroom pop, pop, pov: indie",0.357,0.425,0.27,102.078,-7.301,198040,5,1
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,80,2017-03-30,"art pop, pop",0.614,0.318,0.112,119.959,-12.695,180933,7,1
4wcBRRpIfesgcyUtis7PEg,"1 step forward, 3 steps back",Olivia Rodrigo,76,2021-05-21,pop,0.473,0.203,0.419,168.884,-12.627,163587,2,1
4x5YzxjrF9wvIIXJV7TveC,Till Forever Falls Apart,Ashe,70,2021-05-07,alt z,0.346,0.501,0.299,99.855,-6.939,222927,2,1
69HzZ3ti9DLwb0GdWCGYSo,Moral of the Story,Ashe,75,2021-05-07,alt z,0.569,0.403,0.269,119.819,-8.618,201017,10,1
32BeYxKPrig1LefHsC0Xuo,Happier Than Ever - Edit,Billie Eilish,69,2021-07-28,"art pop, pop",0.334,0.599,0.127,161.74,-5.742,151444,0,1
4Yxc55NX3tAXC2mHRAhtcW,"All I Want - From ""High School Musical: The Musical: The Series""",Olivia Rodrigo,76,2019-11-27,pop,0.376,0.43,0.129,77.599,-6.585,177323,0,0
22bPsP2jCgbLUvh82U0Z3M,The Way I Loved You (Taylor’s Version),Taylor Swift,73,2021-04-09,pop,0.402,0.732,0.472,161.032,-4.665,243137,5,1
3TFoEJe5zNuHZStRboWPxg,People Watching,Conan Gray,73,2022-06-24,"bedroom pop, pop, pov: indie",0.53,0.592,0.544,125.721,-7.281,158537,5,1
3TfDUStpnEVIlsNlgcKQgJ,die first,Nessa Barrett,69,2022-10-14,"alt z, social media pop",0.444,0.669,0.44,183.441,-6.727,177109,8,0
3i058E8uxTsYqJ5NWZzqSj,Little Freak,Harry Styles,72,2022-05-20,pop,0.559,0.535,0.402,141.96,-7.723,202183,3,1
5enxwA8aAbwZbf5qCHORXi,All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Taylor Swift,79,2021-11-12,pop,0.631,0.518,0.205,93.023,-8.771,613027,0,1
1R0a2iXumgCiFb7HEZ7gUE,Don’t Blame Me,Taylor Swift,82,2017-11-10,pop,0.615,0.534,0.193,135.917,-6.719,236413,9,0
3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,Taylor Swift,74,2021-01-07,pop,0.581,0.619,0.645,137.915,-6.524,245027,10,1
0sY6ZUTh4yoctD8VIXz339,champagne problems,Taylor Swift,76,2020-12-11,pop,0.462,0.24,0.32,171.319,-12.077,244000,0,1
2JN3ugW1cEahbYw0I5mw5U,Astronomy,Conan Gray,72,2022-06-24,"bedroom pop, pop, pov: indie",0.474,0.343,0.152,145.115,-8.571,243907,4,0
5WtfUKzXircvW8l5aaVZWT,What A Time (feat. Niall Horan),Julia Michaels,75,2019-01-24,pop,0.516,0.467,0.386,132.861,-6.184,173307,0,1
3GWaFFi6TlPcZLYmCCHZ9O,Teenage Dream,Stephen Dawes,67,2022-06-02,singer-songwriter pop,0.622,0.375,0.221,111.968,-9.069,178000,10,1
4IhKLu7Vk3j2TLmnFPl6To,Water Fountain,Alec Benjamin,71,2018-11-16,"alt z, pop, pov: indie",0.723,0.504,0.551,133.975,-5.572,218893,8,1
3sqrvkNC6IPTIXvvbx9Arw,Enchanted,Taylor Swift,69,2010-01-01,pop,0.535,0.618,0.228,81.975,-3.913,352200,8,1
1JgknGBbrfmEHeOZH051SS,ecstacy (slowed),SUICIDAL-IDOL,76,2023-06-06,"scenecore, sped up",0.551,0.677,0.195,106.414,-7.311,119120,2,1
37vVp2sWHuuIBOSl1NswP6,i'm yours,Isabel LaRosa,80,2022-10-28,"hyperpop, sped up",0.398,0.705,0.635,111.487,-7.07,145668,5,0
7wuJGgpTNzbUyn26IOY6rj,Total Eclipse of the Heart,Bonnie Tyler,79,2009-03-26,"europop, new wave pop, soft rock",0.431,0.723,0.19,130.141,-5.887,267360,8,1
2GxrNKugF82CnoRFbQfzPf,i like the way you kiss me,Artemas,84,2024-03-19,,0.599,0.946,0.747,151.647,-4.263,142515,11,1
2NbsBSshscKIPRG3kwBbfo,Never Felt So Alone,Labrinth,68,2023-04-07,"indie poptimism, pop",0.436,0.409,0.363,98.357,-4.438,160166,5,1
0lIoY4ZQsdn5QzhraM9o9u,Because the Night,Patti Smith,65,1978,"art punk, permanent wave, protopunk, singer-songwriter",0.466,0.763,0.473,123.539,-7.748,204800,11,0
6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,83,2023-05-19,"art pop, pop",0.485,0.348,0.145,99.898,-11.576,209156,6,0
2WfaOiMkCvy7F5fcp2zZ8L,Take on Me,a-ha,84,1985-06-01,"new romantic, new wave, new wave pop, permanent wave, synthpop",0.573,0.902,0.876,84.412,-7.638,225280,6,0
5yfnAsPrvrjiLOhWFycNP4,I'm Only a Fool for You,Dybbukk Covers,67,2018-04-04,"slowed and reverb, sped up",0.552,0.322,0.569,58.087,-9.789,61176,6,0
72XhVH8vlREICt6NmT623Q,WASTE - Sped Up Version,KXLLSWXTCH,67,2022-11-11,"dark trap, oc rap, scream rap",0.592,0.227,0.178,79.365,-10.329,100500,2,0
3BJe4B8zGnqEdQPMvfVjuS,Summertime Sadness,Lana Del Rey,82,2012-01-01,"art pop, pop",0.565,0.654,0.235,111.968,-6.826,265427,1,0
1jDJFeK9x3OZboIAHsY9k2,I'm Still Standing,Elton John,82,1983-05-30,"glam rock, mellow gold, piano rock, rock",0.505,0.904,0.773,176.811,-6.863,183440,6,1
3taCbWWTilb7eNMsAzOBq4,Radio,Lana Del Rey,72,2012-01-01,"art pop, pop",0.423,0.857,0.196,75.024,-5.173,214574,2,1
7ppPZa3TRUSGKaks9wH7VT,Don't Look Back In Anger,Oasis,67,1995-10-02,"beatlesque, britpop, madchester, permanent wave, rock",0.349,0.917,0.206,164.036,-3.645,287827,0,1
5GjPQ0eI7AgmOnADn1EO6Q,Eleanor Rigby - Remastered 2009,The Beatles,71,1966-08-05,"british invasion, classic rock, merseybeat, psychedelic rock, rock",0.581,0.28,0.813,137.831,-9.091,126533,4,0
4ZnkygoWLzcGbQYCm3lkae,Rush,Troye Sivan,77,2023-10-13,"australian pop, pop, viral pop",0.728,0.841,0.402,125.991,-7.682,156391,10,0
5NQw9mvEfBYOEmfl0A2A0i,prettygrunge.wav,Artemas,60,2023-12-01,,0.412,0.67,0.395,134.024,-3.959,119104,4,1
1ZYUi9KmsftgZdWbNBcJcr,Heaven Knows I'm Miserable Now - 2008 Remaster,The Smiths,43,2008-11-11,"madchester, new wave, permanent wave, rock, uk post-punk",0.605,0.771,0.731,114.06,-4.882,216440,6,1
1XXimziG1uhM0eDNCZCrUl,Up,Cardi B,63,2021-02-05,"pop, rap",0.868,0.795,0.819,166.0,-6.044,156945,11,1
2IJftBfq7pJ43tfnOR0RB3,99 Luftballons,Nena,73,1983-09-23,"german pop, new wave pop",0.636,0.467,0.58,96.639,-10.1,231467,4,1
4OmfWzukSVD140NiAIEjem,Static,Steve Lacy,74,2022-07-15,afrofuturism,0.335,0.305,0.215,79.001,-12.661,156507,1,1
4UPPiHirfinLRMM7UEoalw,Girls Just Wanna Have Some,dreamsoda,49,2014-11-06,,0.667,0.629,0.455,115.002,-8.493,223237,0,1
4oITtKgZh6lPRM1JSEb4sX,COM EL DIA I LA NIT,Oques Grasses,52,2024-04-12,"indie catala, musica catalana, reggae catala, rock catala",0.369,0.634,0.326,159.065,-7.52,253773,1,1
2ceTylNropN8MsY6BqE5R7,LOKURA,Julieta,39,2023-12-13,musica catalana,0.613,0.587,0.233,119.993,-9.21,146000,8,0
4lT3u24QgLyJTsJMLFviM4,Trenca'm el cor,Julieta,10,2022-07-27,musica catalana,0.744,0.516,0.0744,117.097,-4.921,160769,4,0
3UI1B4h91XMAv5U5y7S95O,Avions volant,Julieta,35,2023-09-15,musica catalana,0.515,0.498,0.232,159.815,-9.572,174200,5,1
6mLPkvnKqIuFZRl3dtIPxq,Cari,Julieta,33,2023-09-15,musica catalana,0.789,0.569,0.771,127.035,-7.855,130394,4,0
27G29Stoqo8m54Ed6pYD5b,Diga'm el que sents,Julieta,28,2023-09-15,musica catalana,0.474,0.416,0.121,81.833,-8.7,159044,4,0
4B1lhMZOGjSabNRjfR7wN9,T'enxules,Julieta,30,2023-09-15,musica catalana,0.76,0.488,0.695,88.02,-7.379,164211,1,0
5hYpxHUfXKC0Efxd4VaBcA,Enamorada de tu,Julieta,25,2023-09-15,musica catalana,0.847,0.764,0.547,111.979,-7.749,189107,7,1
24UhCg2xznaNpBBF2yZ2Xq,Oh la la,Julieta,21,2023-09-15,musica catalana,0.835,0.669,0.691,119.976,-8.2,148609,4,0
4cuMDw7hgbXPcuiMeMne3u,En la plaza,Julieta,25,2023-09-15,musica catalana,0.614,0.783,0.56,90.025,-7.02,118515,4,0
07Zg0AGkA8nOseaMqxIaE1,Com aquell agost,Julieta,26,2023-09-15,musica catalana,0.558,0.327,0.369,135.754,-10.33,210000,2,1
7nJnUJlT296cZ6xmNUbyKv,Tú y yo,Julieta,19,2023-09-15,musica catalana,0.467,0.508,0.252,169.251,-7.959,170294,0,1
55wsXItMIs1MREkR9XocdL,Euga de nit,Julieta,26,2023-09-15,musica catalana,0.305,0.61,0.571,137.414,-13.774,41143,8,0
3ttvnwAQtUijJK9jMV5scH,Si tienes frío,Julieta,20,2023-09-15,musica catalana,0.699,0.455,0.444,160.015,-9.558,146922,7,1
7twKjgFnghnbH5IXYZG6w3,Sueños,Julieta,20,2023-09-15,musica catalana,0.402,0.214,0.36,110.625,-15.586,153338,7,1
2Lxh7cgTJVk03nXae9W1jE,El mundo sin ti,Julieta,22,2022-09-16,musica catalana,0.735,0.503,0.119,125.079,-7.892,250325,9,0
0I1rSqGKsrjYmRLM2DSxLR,L'amor és per valents,Julieta,20,2022-09-16,musica catalana,0.762,0.122,0.0453,109.792,-12.159,233455,0,1
