id,song_name,artist_name,popularity,release_date,genres,danceability,energy,valence,tempo,loudness,duration_ms,key,mode,genre_list,user,rating
4Vkk3iD1VrENHJEACNddvt,Moanin',Art Blakey & The Jazz Messengers,56,1959-01-01,"{416: 'bebop', 428: 'hard bop', 342: 'jazz', 438: 'jazz drums'}",0.612,0.493,0.484,126.358,-8.589,570720,5,0,"['bebop', 'hard bop', 'jazz', 'jazz drums']",8,2.7
4m6OC8u2rC6LMFtFWsME7d,Time After Time - Vocal Version,Chet Baker,58,1956,"{418: 'cool jazz', 342: 'jazz', 31: 'jazz trumpet', 88: 'vocal jazz'}",0.501,0.0454,0.255,99.783,-18.783,166760,0,1,"['cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",8,4.0
4zPDjRgceGrR0Sm54YDTTf,Autumn Nocturne,Lou Donaldson,59,1958,"{416: 'bebop', 428: 'hard bop', 420: 'jazz saxophone', 18: 'soul jazz'}",0.539,0.0678,0.263,124.105,-18.039,294667,0,1,"['bebop', 'hard bop', 'jazz saxophone', 'soul jazz']",8,3.7
5y8zb3grlQonjdqd27K39T,A Kiss To Build A Dream On - Single Version,Louis Armstrong,63,1952-04-01,"{408: 'adult standards', 412: 'dixieland', 413: 'harlem renaissance', 31: 'jazz trumpet', 410: 'lounge', 414: 'new orleans jazz', 39: 'soul', 415: 'swing', 88: 'vocal jazz'}",0.722,0.0811,0.36,88.044,-14.113,181493,0,1,"['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'lounge', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']",8,4.3
3sg1RZE32Qwy8j1T1POnBx,Tip Your Hat,6th Street Jazz,63,2023-02-12,{55: 'unknown'},0.406,0.165,0.16,106.283,-14.121,238108,2,0,['unknown'],8,4.1
4qGfJb2KByjvzrwo8HNibg,The Girl From Ipanema - Single Version,Stan Getz,60,1964-03-01,"{416: 'bebop', 419: 'bossa nova', 418: 'cool jazz', 342: 'jazz', 420: 'jazz saxophone', 32: 'latin jazz', 421: 'samba-jazz', 88: 'vocal jazz'}",0.696,0.17,0.52,130.966,-16.603,167533,5,0,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz', 'vocal jazz']",8,4.0
2ofpkaYjXD16Lvyteh3QjW,Petite fleur,Jill Barber,67,2013-01-29,"{85: 'contemporary vocal jazz', 439: 'pop quebecois'}",0.615,0.214,0.446,114.993,-9.634,163187,9,0,"['contemporary vocal jazz', 'pop quebecois']",8,3.4
6tK3O4LLwkkOkhH3nv1pNz,New Me,Sen Senra,42,2024-11-14,{104: 'urbano espanol'},0.641,0.635,0.465,89.939,-8.14,164160,1,1,['urbano espanol'],8,2.1
6QV1jdKv0ChWF22gv0mv5W,Entrelazados,Sen Senra,42,2024-11-14,{104: 'urbano espanol'},0.306,0.562,0.103,99.951,-10.247,174853,10,1,['urbano espanol'],8,2.9
6ugeyZwC9Kwc3QowpgzmGX,Mis Amigos Opinan Lo Mismo (Este Volumen Pide Outro),Sen Senra,40,2024-11-14,{104: 'urbano espanol'},0.419,0.523,0.486,146.248,-6.992,86653,9,0,['urbano espanol'],8,2.4
2vOZEv5okAIyL5KWlbTTi5,Hermosa Casualidad,Sen Senra,39,2024-11-14,{104: 'urbano espanol'},0.604,0.725,0.745,165.96,-7.424,203960,0,1,['urbano espanol'],8,3.1
4jE66hJotlamj9x1wmmHLw,Enterrar La Mala Suerte,Sen Senra,41,2024-11-14,{104: 'urbano espanol'},0.452,0.423,0.194,83.278,-10.169,195787,1,1,['urbano espanol'],8,2.4
1gsGLChSD7vZrGdBNsfCdr,Para Los Que Llegan Tarde - Interludio,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.464,0.399,0.668,75.627,-17.488,46213,2,0,['urbano espanol'],8,2.2
0kKn463batttGlpaNlsxmg,Ataúd,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.578,0.826,0.97,180.066,-8.059,189333,9,0,['urbano espanol'],8,3.0
5IkYtkpvfWE3LkcLb5jBtX,Incondicional,Sen Senra,40,2024-11-14,{104: 'urbano espanol'},0.46,0.128,0.717,67.769,-14.48,82160,6,0,['urbano espanol'],8,4.0
6wd1evlNUcukPO1Hip1A95,Recorrerte,Sen Senra,48,2024-11-14,{104: 'urbano espanol'},0.574,0.514,0.553,149.662,-7.567,149427,8,0,['urbano espanol'],8,4.9
595UEDK3X8ldANOKotgHV3,Un Cielo Azul,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.531,0.184,0.392,70.059,-12.016,173173,3,1,['urbano espanol'],8,4.3
5oRlDP94nyaiAeammeKxOD,Mensaje De Audio 2,Sen Senra,7,2024-11-14,{104: 'urbano espanol'},0.767,0.309,0.565,85.854,-14.378,25773,5,0,['urbano espanol'],8,2.4
1hNHg4xXYQlwdSx2cSp7XQ,YE YE,Sen Senra,37,2024-11-14,{104: 'urbano espanol'},0.714,0.45,0.713,142.894,-9.456,162280,9,0,['urbano espanol'],8,2.2
58bIX734KsJeU798wqTbAS,Permiso,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.72,0.474,0.701,77.983,-9.807,185347,1,1,['urbano espanol'],8,4.4
5PJawjzVzMHyZUGh1Rs9KQ,Mensaje De Audio 3,Sen Senra,1,2024-11-14,{104: 'urbano espanol'},0.816,0.36,0.457,98.687,-18.733,15600,9,1,['urbano espanol'],8,4.6
2shk3C9eB4qh5uzqvsXGiW,Romper La Curiosidad,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.51,0.381,0.472,158.038,-8.28,216827,11,1,['urbano espanol'],8,3.0
3FVcWonNfD58C6BYbRRbvv,Muchísimo,Sen Senra,37,2024-11-14,{104: 'urbano espanol'},0.631,0.371,0.646,123.703,-9.976,68533,5,0,['urbano espanol'],8,3.8
5L4335IjlGJNsB3cSQTZxU,Quiero Decirte,Sen Senra,38,2024-11-14,{104: 'urbano espanol'},0.516,0.449,0.315,137.87,-9.594,175987,5,0,['urbano espanol'],8,3.2
1VWobXynsWr3McYyhtKCyc,Kintsugi,Sen Senra,37,2024-11-14,{104: 'urbano espanol'},0.416,0.509,0.837,80.728,-8.571,155453,11,0,['urbano espanol'],8,4.9
7upairf7WlCIEBJjZYdbBw,Monolito,Sen Senra,35,2024-11-14,{104: 'urbano espanol'},0.374,0.74,0.561,91.444,-9.669,187547,1,0,['urbano espanol'],8,2.2
3OuOBph9MFhzJB3Wwv70R4,No Quiero Ser Un Cantante,Sen Senra,41,2023-06-22,{104: 'urbano espanol'},0.69,0.372,0.594,105.001,-10.81,174815,9,0,['urbano espanol'],8,4.7
4jHJDWtbiWDWtgIIYzTK3s,Está Sexy,Sen Senra,35,2023-06-22,{104: 'urbano espanol'},0.592,0.295,0.245,116.875,-12.59,138995,2,0,['urbano espanol'],8,3.5
31JOUMmKcOd1g8GJFJazdW,Mi Norte,Sen Senra,35,2023-06-22,{104: 'urbano espanol'},0.61,0.296,0.188,77.664,-9.896,220333,1,0,['urbano espanol'],8,4.5
6Etsz9K3hQcCHjneli7rpn,Me Debes Esto,Sen Senra,45,2023-06-22,{104: 'urbano espanol'},0.534,0.39,0.513,139.839,-8.248,184458,1,1,['urbano espanol'],8,3.2
7B646WX2daEPa4bjsnUv9o,Completamente Loco,Sen Senra,47,2023-06-22,{104: 'urbano espanol'},0.849,0.45,0.552,110.008,-6.624,150987,0,0,['urbano espanol'],8,2.3
6uljmfZhnKCJE9wV04dNFT,Buscapé - Interludio,Sen Senra,1,2023-06-22,{104: 'urbano espanol'},0.534,0.617,0.24,57.626,-10.072,20930,1,0,['urbano espanol'],8,4.9
5503rXQ1f7oANqqhsJcEEf,Familia,Sen Senra,34,2023-06-22,{104: 'urbano espanol'},0.622,0.584,0.379,140.932,-8.881,383093,2,0,['urbano espanol'],8,2.2
0oP80plNZMBvjwAtpt1GfF,Sin Excusa,Sen Senra,35,2023-06-22,{104: 'urbano espanol'},0.511,0.239,0.481,120.317,-9.603,136518,9,1,['urbano espanol'],8,3.5
2i1lLSfz4rmQiYyDBvOWkW,1000CANCIONES,Alvaro Diaz,51,2023-02-10,"{402: 'trap boricua', 176: 'urbano latino'}",0.73,0.844,0.399,97.037,-2.871,246600,7,1,"['trap boricua', 'urbano latino']",8,3.8
0ir6x7ZsDyLzWgXTCuPYN8,Por Ti v2,Sen Senra,44,2023-01-16,{104: 'urbano espanol'},0.642,0.418,0.111,82.02,-12.64,185008,0,0,['urbano espanol'],8,2.7
3HlZVzlBELKzZk1RQAKN8r,HAGAN 40°,Sen Senra,37,2022-01-27,{104: 'urbano espanol'},0.593,0.461,0.535,151.966,-8.657,197924,1,0,['urbano espanol'],8,2.2
1G4blOR671oPTfalkEIabL,De Ti,Sen Senra,41,2021-07-28,{104: 'urbano espanol'},0.671,0.788,0.37,90.008,-4.423,224739,7,1,['urbano espanol'],8,2.1
6GAWfJCEiQZoRtVFaoxscP,Qué Facilidad,Sen Senra,53,2021-03-25,{104: 'urbano espanol'},0.975,0.66,0.718,112.992,-4.896,213648,4,0,['urbano espanol'],8,2.5
1zSqcyalXrKjwDlntQy1fK,Tienes Reservado el Cielo,Sen Senra,34,2019-11-29,{104: 'urbano espanol'},0.406,0.146,0.0745,171.067,-17.719,192243,0,1,['urbano espanol'],8,4.9
3uhfYmQwd52xNJqnz4qspn,RRIINNGG,Sen Senra,34,2019-11-29,{104: 'urbano espanol'},0.704,0.827,0.823,103.948,-6.626,180546,5,0,['urbano espanol'],8,3.7
4RIi1gNmKDzSH04Vvws2DK,Ya No Te Hago Falta,Sen Senra,61,2019-11-29,{104: 'urbano espanol'},0.56,0.311,0.452,180.05,-8.508,161600,9,1,['urbano espanol'],8,3.1
1D350JydwN6fHgbbSC44aj,La Cura,Sen Senra,34,2019-11-29,{104: 'urbano espanol'},0.393,0.222,0.379,78.438,-15.058,130981,5,0,['urbano espanol'],8,4.5
5JTbfYezx9UsAYZmNWm241,Nos Dará Alas,Sen Senra,35,2019-11-29,{104: 'urbano espanol'},0.572,0.498,0.295,140.046,-8.499,270000,11,0,['urbano espanol'],8,3.3
1FOSCAEhJAVdqlfFdKg8rQ,Tal Vez No Sea Suerte,Sen Senra,37,2019-11-29,{104: 'urbano espanol'},0.768,0.633,0.5,80.009,-6.305,172000,9,0,['urbano espanol'],8,3.9
3GQXolRNfCIf5GU54eKYvr,No Quiero Más de Lo Que Merezco,Sen Senra,31,2019-11-29,{104: 'urbano espanol'},0.808,0.596,0.773,106.902,-7.973,207067,4,0,['urbano espanol'],8,3.4
6s7FJyP4hFiET4plR8mOLA,Nadie Puede Quitártelo,Sen Senra,27,2019-11-29,{104: 'urbano espanol'},0.384,0.424,0.289,80.105,-13.819,48800,5,1,['urbano espanol'],8,3.3
2Y6zmf5lOJOt33abtX0yDf,Solo a Mí,Sen Senra,40,2017-12-15,{104: 'urbano espanol'},0.481,0.146,0.0384,119.715,-19.745,163315,9,0,['urbano espanol'],8,2.7
3QAC0vFlr0qTq8Z4GP33rk,Toca Morder,Sen Senra,38,2017-11-24,{104: 'urbano espanol'},0.577,0.0708,0.467,170.594,-25.524,170000,1,0,['urbano espanol'],8,4.0
39b5lWrbn8sHMV5hbd7mj9,Pantone,Elecesar,4,2017-08-01,{55: 'unknown'},0.716,0.506,0.129,135.961,-8.43,178235,2,0,['unknown'],8,4.9
5JKO4cKXJ878c2KZlJxDAf,Mi Gente,Sen Senra,18,2017-02-10,{104: 'urbano espanol'},0.341,0.501,0.44,110.056,-9.954,239893,1,0,['urbano espanol'],8,3.5
6Li8JQhBWFkuiECCfvVxRh,You Could Be the Last One,Sen Senra,22,2017-02-10,{104: 'urbano espanol'},0.517,0.535,0.541,144.905,-12.278,285989,9,0,['urbano espanol'],8,3.7
7vqT94zOJBuSYqr0dq3Ukb,Same Love to Share,Sen Senra,15,2017-02-10,{104: 'urbano espanol'},0.421,0.654,0.33,112.137,-10.528,261355,4,1,['urbano espanol'],8,4.8
7n92vNPXtJc3l8nFF86msk,Last Time Wasn't the Last Time,Sen Senra,25,2017-02-10,{104: 'urbano espanol'},0.539,0.488,0.617,151.806,-10.489,168864,11,1,['urbano espanol'],8,2.2
12zlPvAzQOAyMutucUoekM,Cluster - B,Sen Senra,13,2017-02-10,{104: 'urbano espanol'},0.459,0.453,0.578,111.598,-12.842,177813,7,1,['urbano espanol'],8,3.5
2CBBCVoCfWGLo4Y0Cs5KbZ,So Good Being a Trouble for You,Sen Senra,16,2017-02-10,{104: 'urbano espanol'},0.634,0.402,0.715,100.47,-12.013,245213,0,0,['urbano espanol'],8,4.0
2FtTD5BGgGs4miZG1qMSRt,Blessed by the Devil,Sen Senra,15,2017-02-10,{104: 'urbano espanol'},0.434,0.0611,0.33,103.697,-13.973,163221,7,1,['urbano espanol'],8,2.3
4ZgOx6JIYUMaKRegfVNRx2,But You Don't Know That,Sen Senra,15,2017-02-10,{104: 'urbano espanol'},0.679,0.551,0.811,134.971,-10.924,296661,0,1,['urbano espanol'],8,4.7
59KWGwEigj7jf2EPaBn9zN,Smile,Sen Senra,29,2017-02-10,{104: 'urbano espanol'},0.731,0.577,0.43,110.068,-10.115,168077,0,1,['urbano espanol'],8,2.4
23tcmuj9xgLaWlh9t16zqK,Pretty Empty,Sen Senra,13,2017-02-10,{104: 'urbano espanol'},0.652,0.346,0.0803,159.916,-9.858,170072,4,0,['urbano espanol'],8,2.0
78zsVfl5ZH9SfxYyyKOasm,Mírala Qué Linda Está,Sen Senra,32,2017-02-10,{104: 'urbano espanol'},0.734,0.523,0.845,125.053,-10.398,110843,3,0,['urbano espanol'],8,3.1
5tiboQtMlLYz7IpNJMf1qf,Permanent Vacation,Sen Senra,15,2015-02-11,{104: 'urbano espanol'},0.494,0.859,0.687,134.9,-6.379,204622,0,1,['urbano espanol'],8,3.9
1INU0Uulv40xQeBgVWJxSS,Pza America,Sen Senra,17,2015-02-11,{104: 'urbano espanol'},0.577,0.865,0.778,134.444,-5.894,148669,0,1,['urbano espanol'],8,3.2
1rMzGGy1lktXlWwWW4MGk3,Lunatic,Sen Senra,13,2015-02-11,{104: 'urbano espanol'},0.362,0.891,0.648,100.211,-6.262,133709,0,1,['urbano espanol'],8,2.6
6UwkWbxt8YP3F2goqVw41B,Looking at You,Sen Senra,13,2015-02-11,{104: 'urbano espanol'},0.459,0.836,0.777,143.6,-6.054,233575,11,0,['urbano espanol'],8,2.3
3tWsvtnddocyFw9x6y6uGJ,No More Bad Days,Sen Senra,12,2015-02-11,{104: 'urbano espanol'},0.584,0.849,0.632,139.958,-5.683,201683,8,1,['urbano espanol'],8,2.1
51KXOwrzaYBfsvjgj5Mv5K,She,Sen Senra,10,2015-02-11,{104: 'urbano espanol'},0.656,0.906,0.896,129.263,-6.913,161469,0,1,['urbano espanol'],8,2.4
5UV8s8zVnzQFVwSOnMjODU,Tell Me Your Dreams,Sen Senra,12,2015-02-11,{104: 'urbano espanol'},0.481,0.92,0.301,143.076,-5.904,197888,11,0,['urbano espanol'],8,2.9
14IyJ8ABziUnN8uKHjFNoc,Everyone's Got a Price,Sen Senra,12,2015-02-11,{104: 'urbano espanol'},0.503,0.665,0.768,143.683,-7.0,164452,2,0,['urbano espanol'],8,3.5
2G1hKuy5mS9u8HYhtwknhe,Flowers,Sen Senra,16,2015-02-11,{104: 'urbano espanol'},0.466,0.902,0.446,152.809,-5.66,200759,2,1,['urbano espanol'],8,4.0
5TGMZ3zwy4z4Q9lnbRn6aV,Waiting,Sen Senra,9,2015-02-11,{104: 'urbano espanol'},0.51,0.345,0.254,103.786,-10.149,226211,0,1,['urbano espanol'],8,2.5
6NsrO4gen9oS2aQEQBUFQD,+ suave,rusowsky,22,2021-05-21,{55: 'unknown'},0.577,0.405,0.271,91.011,-11.304,165955,6,1,['unknown'],8,3.0
0WuypKBwhryMKSCe4JpERr,no t dejas ver,rusowsky,27,2020-05-01,{55: 'unknown'},0.894,0.556,0.338,119.998,-9.405,162795,5,0,['unknown'],8,4.6
5UI3CKbnHMgjzzsG02CJJx,micro,rusowsky,25,2020-03-06,{55: 'unknown'},0.767,0.631,0.329,125.973,-9.771,125734,7,0,['unknown'],8,4.8
0WEghwCwcKEB9jgkeDhAke,bamboo,rusowsky,22,2020-02-07,{55: 'unknown'},0.634,0.519,0.579,135.561,-8.978,135417,6,1,['unknown'],8,2.7
4VVoiNTlsBaigg8fJOoR3w,olas,mori,38,2019-11-15,{55: 'unknown'},0.565,0.0781,0.28,97.902,-23.592,164082,9,1,['unknown'],8,4.3
4RMCADwCWSOsiZ2uX8alg8,Disorder Waves,rusowsky,23,2019-07-10,{55: 'unknown'},0.51,0.262,0.553,74.611,-8.141,87040,0,0,['unknown'],8,2.7
0vjLO2YiykEexd8zLPWuWD,+1,rusowsky,14,2020-05-22,{55: 'unknown'},0.628,0.392,0.319,172.08,-15.217,221439,0,1,['unknown'],8,2.6
6mXwMQgK5G2AVtjoIZnS79,vanish,$kyhook,25,2020-04-24,{104: 'urbano espanol'},0.456,0.35,0.233,161.747,-12.743,234074,1,1,['urbano espanol'],8,3.8
1LDDh55WhXBkp7EQ0VThmH,Don't Let Me Go,girlypop princess,23,2017-11-30,{55: 'unknown'},0.787,0.195,0.335,120.495,-11.484,97649,8,0,['unknown'],8,4.0
2ZpC4XRsRSVpRUO3bZAwgq,Tes petites fesses,LYNN,56,2020-07-01,{55: 'unknown'},0.611,0.338,0.57,75.477,-12.756,110200,11,0,['unknown'],8,2.6
5qIyntkoZVuR1cIJD9G1nh,Desabrazarme de ti,Paco Moreno,28,2021-09-03,{440: 'tropical alternativo'},0.826,0.234,0.84,111.341,-17.73,54875,11,0,['tropical alternativo'],8,3.7
4ksOH8hJAZJpqWzOJJ5fCV,Barcelona,Pajaro Sunrise,44,2020-04-24,{441: 'spanish folk rock'},0.889,0.304,0.619,82.939,-11.076,155049,9,0,['spanish folk rock'],8,4.3
6ltj3SIVMjakq7FiQmO9XZ,Long Forgotten Flowers,Pajaro Sunrise,32,2013-11-11,{441: 'spanish folk rock'},0.723,0.402,0.437,114.004,-8.715,209893,11,1,['spanish folk rock'],8,2.2
53De5pp7L4umlJU7srhacZ,"Take Off, Baby! feat. Orlando - Original Mix",Ronald Christoph,51,2012-04-09,{55: 'unknown'},0.908,0.518,0.624,124.008,-9.569,402842,1,1,['unknown'],8,3.0
77cHi3HzlrS8XDgue2WT8y,Porto,Worakls,54,2014-02-18,"{280: 'deep euro house', 442: 'deep minimal techno', 443: 'high-tech minimal', 444: 'minimal melodic techno', 257: 'new french touch'}",0.678,0.713,0.19,127.993,-6.451,330000,8,1,"['deep euro house', 'deep minimal techno', 'high-tech minimal', 'minimal melodic techno', 'new french touch']",8,4.7
2u2aognU8U2C3bPJO5pVmz,Who Loves The Sun,Jo.Ke,63,2011-07-12,{55: 'unknown'},0.985,0.686,0.693,120.004,-9.905,562239,10,0,['unknown'],8,2.6
0rD2KNGhWAOrbmzHKSF4ey,bla bla bla,rusowsky,16,2022-09-09,{55: 'unknown'},0.797,0.749,0.761,162.045,-7.687,145185,6,0,['unknown'],8,3.5
34FgUD5EhBSCcI9Fm1nbMZ,delixoxo,Dinamarca,37,2023-04-12,"{347: 'deconstructed club', 348: 'grimewave', 349: 'latin tek', 350: 'vogue'}",0.72,0.55,0.58,171.987,-9.384,103224,5,0,"['deconstructed club', 'grimewave', 'latin tek', 'vogue']",8,4.6
5fxUkaEFs05qXwvimmPh7i,FIGHT!,AMORE,33,2023-06-09,{55: 'unknown'},0.61,0.443,0.472,76.41,-10.3,106960,5,1,['unknown'],8,2.7
4ls5ceEDYCItgbouAKiAm6,7,Dinamarca,33,2022-11-30,"{347: 'deconstructed club', 348: 'grimewave', 349: 'latin tek', 350: 'vogue'}",0.767,0.579,0.882,96.974,-8.256,91546,5,0,"['deconstructed club', 'grimewave', 'latin tek', 'vogue']",8,2.2
7hQkUUGwxVg7pdgGmaJY71,owyd,mori,7,2023-02-24,{55: 'unknown'},0.761,0.399,0.326,91.115,-11.868,58450,10,0,['unknown'],8,3.8
3h8tNn6BWlsdoGSepFjEBS,No Se,rusowsky,14,2019-09-08,{55: 'unknown'},0.618,0.286,0.17,83.077,-11.578,139194,0,1,['unknown'],8,2.3
2UqZmktTdRxCOfZ9VDBuX0,La ventanita,Pajaro Sunrise,35,2022-07-08,{441: 'spanish folk rock'},0.603,0.335,0.556,98.989,-15.514,255168,8,1,['spanish folk rock'],8,2.9
4V6eJhPHSKqi1x3Ga9iDlP,Dónde estás (Rusowsky remix),rusowsky,31,2020-05-15,{55: 'unknown'},0.589,0.0385,0.1,142.097,-28.032,176787,5,0,['unknown'],8,2.4
2QKIcgKfCpmVkfpMeqq5Rg,Lluvia,Çantamarta,5,2020-01-05,{184: 'pop venezolano'},0.656,0.404,0.264,174.139,-12.103,173793,7,1,['pop venezolano'],8,4.6
2Ys5YOILoazygWHYmi4T8e,Esta tarde vi llover,Najwa,15,2021-06-04,{55: 'unknown'},0.686,0.457,0.243,145.911,-8.94,177534,0,0,['unknown'],8,3.3
6gIWpyqE5r0Ebgacpg5i0M,"LA QUE PUEDE, PUEDE",CA7RIEL & Paco Amoroso,63,2024-04-17,{55: 'unknown'},0.819,0.794,0.548,143.064,-6.188,154891,11,0,['unknown'],8,4.8
2wuZ3kg5ChBjRKqBYfJ9H7,EL ÚNICO,CA7RIEL & Paco Amoroso,68,2024-04-17,{55: 'unknown'},0.688,0.574,0.392,123.361,-8.493,152022,11,0,['unknown'],8,3.2
2Fi6RtngvStwsjskvwabVT,DUMBAI,CA7RIEL & Paco Amoroso,66,2024-04-17,{55: 'unknown'},0.826,0.832,0.839,117.993,-5.151,148253,8,0,['unknown'],8,4.6
3ZFok6nDttzt0aXk0VRaCX,BABY GANGSTA,CA7RIEL & Paco Amoroso,64,2024-04-17,{55: 'unknown'},0.722,0.629,0.365,166.888,-5.84,153833,6,0,['unknown'],8,2.8
450FSv8M9o6zfYHfvWdpJS,Mi Deseo,Paco Amoroso,56,2020-06-17,{445: 'argentine indie'},0.493,0.674,0.83,163.484,-9.601,175610,9,0,['argentine indie'],8,3.7
11C7aIjyjob24pGzfbxobb,BAD BITCH,CA7RIEL,55,2021-11-10,"{445: 'argentine indie', 446: 'electronica argentina', 185: 'trap argentino'}",0.857,0.445,0.734,108.027,-3.612,161290,1,1,"['argentine indie', 'electronica argentina', 'trap argentino']",8,2.1
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,94,2024-08-23,{9: 'pop'},0.674,0.907,0.721,112.964,-4.086,157280,3,1,['pop'],8,3.8
1k2pQc5i348DCHwbn5KTdc,Pink Pony Club,Chappell Roan,86,2023-09-22,{316: 'indie pop'},0.61,0.65,0.507,106.719,-6.199,258035,6,1,['indie pop'],8,2.7
7FOgcfdz9Nx5V9lCNXdBYv,Red Wine Supernova,Chappell Roan,84,2023-09-22,{316: 'indie pop'},0.657,0.82,0.709,124.041,-4.448,192721,9,1,['indie pop'],8,4.3
3WSOUb3U7tqURbBSgZTrZX,Casual,Chappell Roan,84,2023-09-22,{316: 'indie pop'},0.508,0.411,0.34,131.008,-6.95,232796,1,1,['indie pop'],8,2.0
53IRnAWx13PYmoVYtemUBS,Femininomenon,Chappell Roan,81,2023-09-22,{316: 'indie pop'},0.609,0.758,0.236,124.949,-4.885,219711,0,0,['indie pop'],8,2.1
32fSZSbxeVoiZShMQKLc6Z,My Kink Is Karma,Chappell Roan,81,2023-09-22,{316: 'indie pop'},0.555,0.599,0.415,86.727,-5.695,222578,2,1,['indie pop'],8,2.9
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,93,2024-07-26,{23: 'bedroom pop'},0.494,0.413,0.273,94.938,-10.432,211979,11,1,['bedroom pop'],8,2.2
1rNSCrsOoWyhKH4g47mehU,Super Graphic Ultra Modern Girl,Chappell Roan,78,2023-09-22,{316: 'indie pop'},0.646,0.905,0.787,125.891,-4.526,183888,1,1,['indie pop'],8,4.3
4LKYOetuIF5c9XjeLBL9av,Naked In Manhattan,Chappell Roan,77,2023-09-22,{316: 'indie pop'},0.771,0.704,0.55,118.01,-5.098,211058,1,1,['indie pop'],8,4.1
4rlQza35DE4Prh5yonxnCs,After Midnight,Chappell Roan,77,2023-09-22,{316: 'indie pop'},0.708,0.891,0.84,110.058,-3.826,204857,0,1,['indie pop'],8,2.8
1UHS8Rf6h5Ar3CDWRd3wjF,Bed Chem,Sabrina Carpenter,90,2024-08-23,{9: 'pop'},0.739,0.727,0.676,94.99,-5.968,171870,11,0,['pop'],8,2.9
5KtvumPgVZmt8wg9xONE0T,Picture You,Chappell Roan,75,2023-09-22,{316: 'indie pop'},0.354,0.468,0.281,160.586,-5.415,187130,4,1,['indie pop'],8,3.7
19XpFsce28aByvCC4g89tJ,Too Sweet,Hozier,84,2024-08-19,"{447: 'irish singer-songwriter', 129: 'modern rock', 9: 'pop', 21: 'pov: indie'}",0.74,0.643,0.96,117.025,-5.446,251424,10,1,"['irish singer-songwriter', 'modern rock', 'pop', 'pov: indie']",8,2.2
6GdUMm5xMw9hJckIc0qsGb,Coffee,Chappell Roan,71,2023-09-22,{316: 'indie pop'},0.434,0.219,0.234,82.602,-10.2,205520,2,1,['indie pop'],8,2.9
4w2GLmK2wnioVnb5CPQeex,360,Charli xcx,81,2024-06-07,"{62: 'art pop', 92: 'candy pop', 167: 'metropopolis', 9: 'pop', 148: 'uk pop'}",0.857,0.62,0.796,120.042,-8.13,133805,0,1,"['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",8,2.0
6dA1JQt3f3meGzahhNN75m,California,Chappell Roan,70,2023-09-22,{316: 'indie pop'},0.454,0.363,0.361,129.974,-10.037,198089,1,1,['indie pop'],8,4.0
53KWkwzQq47p13swqiLAMI,Love Me Anyway,Chappell Roan,70,2020-05-01,{316: 'indie pop'},0.608,0.463,0.271,93.957,-7.005,233325,8,1,['indie pop'],8,2.7
5wbg8kepMFoMzHOEuxiI0q,Close To You,Gracie Abrams,81,2024-06-20,{157: 'alt z'},0.586,0.72,0.302,121.927,-7.984,225973,6,1,['alt z'],8,4.8
4ROYC4vHfPZ28mqz0eLrzL,Kaleidoscope,Chappell Roan,70,2023-09-22,{316: 'indie pop'},0.413,0.258,0.289,136.271,-7.257,222651,11,1,['indie pop'],8,4.0
0q8TNCQhwnDwnzq38IVV4l,Guilty Pleasure,Chappell Roan,69,2023-09-22,{316: 'indie pop'},0.555,0.599,0.412,124.054,-4.059,224584,2,1,['indie pop'],8,4.7
2Zo1PcszsT9WQ0ANntJbID,Feather,Sabrina Carpenter,85,2023-03-17,{9: 'pop'},0.791,0.694,0.826,123.508,-4.332,185553,6,0,['pop'],8,3.8
1EQ3XbVzPZfKxMjvx9UjBH,School Nights,Chappell Roan,64,2018-03-16,{316: 'indie pop'},0.595,0.277,0.266,129.913,-10.393,249237,6,0,['indie pop'],8,5.0
1dGsmX6TryxdBHfBzzZ1eK,Die Young,Chappell Roan,61,2017-09-22,{316: 'indie pop'},0.539,0.557,0.256,167.627,-9.188,225893,0,1,['indie pop'],8,2.9
21B4gaTWnTkuSh77iWEXdS,Juno,Sabrina Carpenter,87,2024-08-23,{9: 'pop'},0.633,0.725,0.64,130.504,-4.257,223192,5,1,['pop'],8,4.5
1dqJRtnoU6vZj23txgerYQ,Sugar High,Chappell Roan,61,2017-09-22,{316: 'indie pop'},0.661,0.613,0.404,108.11,-8.599,219653,0,0,['indie pop'],8,4.8
68njXuc0Fj7kzR70Ad0Wav,Bad for You,Chappell Roan,59,2017-09-22,{316: 'indie pop'},0.344,0.28,0.199,160.517,-7.483,232293,7,0,['indie pop'],8,2.6
