id,song_name,artist_name,popularity,release_date,genres,danceability,energy,valence,tempo,loudness,duration_ms,key,mode,genre_list,user,rating
6rSUrh8ErKSKfbH0t0IzCM,Moment,Victoria Monét,58,2020-08-07,"{4: 'alternative r&b', 2: 'r&b'}",0.571,0.431,0.361,130.111,-8.889,179413,1,1,"['alternative r&b', 'r&b']",3,3.5
6n3HGiq4v35D6eFOSwqYuo,Teenage Fever,Drake,77,2017-03-18,"{155: 'canadian hip hop', 121: 'canadian pop', 16: 'hip hop', 49: 'pop rap', 3: 'rap'}",0.766,0.283,0.144,97.04,-10.33,219692,8,0,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",3,2.3
59qk9FIM1W1IB03cGEOO2v,Continúa,Cupido,33,2019-02-14,{104: 'urbano espanol'},0.66,0.839,0.455,80.997,-7.005,224357,4,0,['urbano espanol'],3,2.7
1B0BQaSRHxhI0AUlItY3LK,MALAMENTE - Cap.1: Augurio,ROSALÍA,63,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.893,0.482,0.53,97.975,-4.779,150027,0,0,"['pop', 'r&b en espanol']",3,2.1
6HpgdL4zUpuyXCzvAhgR5a,QUE NO SALGA LA LUNA - Cap.2: Boda,ROSALÍA,51,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.625,0.655,0.485,121.075,-5.992,269539,9,0,"['pop', 'r&b en espanol']",3,2.0
5r8mGKhCDIVWb3AG4hm0l0,PIENSO EN TU MIRÁ - Cap.3: Celos,ROSALÍA,59,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.647,0.676,0.41,164.51,-6.025,193767,8,1,"['pop', 'r&b en espanol']",3,3.5
0CaiddWO1F3v4nTQGgfk9A,DE AQUÍ NO SALES - Cap.4: Disputa,ROSALÍA,47,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.802,0.448,0.218,124.891,-8.213,144541,11,0,"['pop', 'r&b en espanol']",3,4.0
5meAAp6VRNKT4cR3CvKkfU,RENIEGO - Cap.5: Lamento,ROSALÍA,44,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.246,0.21,0.307,124.37,-7.343,208197,10,0,"['pop', 'r&b en espanol']",3,3.0
1Yaw3jxKlBUXkfIo2FHG2M,PRESO - Cap.6: Clausura,ROSALÍA,43,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.559,0.291,0.359,76.543,-18.795,40690,6,1,"['pop', 'r&b en espanol']",3,2.8
2Sfl7odHUmG7qc8SbqUyzE,DI MI NOMBRE - Cap.8: Éxtasis,ROSALÍA,58,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.794,0.534,0.547,91.871,-6.47,162377,8,0,"['pop', 'r&b en espanol']",3,4.1
0r6AxesiTSiCyJIIOpVYrv,NANA - Cap.9: Concepción,ROSALÍA,44,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.345,0.0718,0.103,115.119,-10.683,197207,2,0,"['pop', 'r&b en espanol']",3,4.9
5IIXMynH8cxC8is6MaqdF7,MALDICIÓN - Cap.10: Cordura,ROSALÍA,45,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.439,0.31,0.372,103.993,-8.118,175254,8,1,"['pop', 'r&b en espanol']",3,4.2
0RhO0RV0YKyF05kZ4uQOHW,A NINGÚN HOMBRE - Cap.11: Poder,ROSALÍA,52,2018-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.555,0.149,0.408,107.785,-6.599,94224,0,1,"['pop', 'r&b en espanol']",3,4.7
2FYGZDfsAnNsrm1gVbyKnG,SAOKO,ROSALÍA,62,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.827,0.768,0.734,99.988,-5.702,137533,0,1,"['pop', 'r&b en espanol']",3,2.7
70AYiGbc4mWZGEqiipBBDb,CANDY,ROSALÍA,59,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.638,0.49,0.403,179.905,-5.726,193480,4,0,"['pop', 'r&b en espanol']",3,3.2
6Y46tOTRhkBamosyuWa6YX,LA FAMA,ROSALÍA,71,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.766,0.295,0.805,136.016,-7.893,188107,0,0,"['pop', 'r&b en espanol']",3,3.2
5tmrMIajDQRBcJQPaoAGdk,BULERÍAS,ROSALÍA,49,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.774,0.458,0.757,127.33,-6.301,155880,0,1,"['pop', 'r&b en espanol']",3,4.5
6hH6QJ9ZAO0Z6m7PfvLoXW,CHICKEN TERIYAKI,ROSALÍA,56,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.788,0.4,0.558,97.936,-6.454,122227,2,1,"['pop', 'r&b en espanol']",3,3.7
4kroNlz8BTfswE4M0i3YCh,HENTAI,ROSALÍA,53,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.583,0.297,0.291,124.279,-11.273,162907,7,0,"['pop', 'r&b en espanol']",3,2.2
4kXxEhuatrvwrTQycA7s9B,BIZCOCHITO,ROSALÍA,63,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.93,0.774,0.781,116.972,-4.203,109120,1,1,"['pop', 'r&b en espanol']",3,3.7
2MismgPSA3HxJUEV2pEl25,G3 N15,ROSALÍA,50,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.499,0.0688,0.0998,64.987,-16.364,252120,0,1,"['pop', 'r&b en espanol']",3,4.4
6ygEPi8EtVkUO0Xarcgs63,MOTOMAMI,ROSALÍA,54,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.887,0.331,0.686,120.022,-7.669,61347,2,1,"['pop', 'r&b en espanol']",3,3.7
4QlMiL1BPCBzLfn1XbSkpg,DIABLO,ROSALÍA,53,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.753,0.277,0.328,88.019,-8.823,165520,0,1,"['pop', 'r&b en espanol']",3,4.2
6lKZ5I0yW3IpUFHEKJCWlx,DELIRIO DE GRANDEZA,ROSALÍA,51,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.647,0.239,0.298,101.609,-10.51,155480,1,1,"['pop', 'r&b en espanol']",3,2.7
3BQPPsoxlhuSIEPlNRHHZt,CUUUUuuuuuute,ROSALÍA,48,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.558,0.487,0.161,138.818,-9.01,150600,1,1,"['pop', 'r&b en espanol']",3,2.9
5gCNf9wMVrYuM2fvfgLTlF,LA COMBI VERSACE,ROSALÍA,63,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.835,0.495,0.426,90.97,-5.791,161267,8,1,"['pop', 'r&b en espanol']",3,4.4
15pRGUlhmCxtewBs42ui1N,SAKURA,ROSALÍA,48,2022-03-18,"{9: 'pop', 162: 'r&b en espanol'}",0.317,0.305,0.137,86.91,-10.215,201613,5,0,"['pop', 'r&b en espanol']",3,3.7
53tfEupEzQRtVFOeZvk7xq,DESPECHÁ,ROSALÍA,77,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.914,0.622,0.77,130.04,-6.538,156788,7,1,"['pop', 'r&b en espanol']",3,3.3
3VjCEyc0bHfa4Ie34kbWyb,CANDY - Remix,ROSALÍA,56,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.738,0.674,0.556,179.979,-3.837,204655,4,0,"['pop', 'r&b en espanol']",3,4.7
3SxJJJbmgDeLpWHa54LIWK,AISLAMIENTO,ROSALÍA,43,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.498,0.271,0.391,87.18,-9.568,206870,2,0,"['pop', 'r&b en espanol']",3,4.9
1xtfUae857RhiCclSlAOIV,LA KILIÉ,ROSALÍA,45,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.617,0.507,0.9,181.879,-7.077,131087,6,0,"['pop', 'r&b en espanol']",3,3.4
2N3YZ075lq9z1ObaAiX6l1,LAX,ROSALÍA,45,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.651,0.327,0.551,135.325,-10.07,89749,4,1,"['pop', 'r&b en espanol']",3,3.8
3CBaIz3eftJCf9GHycFanL,CHIRI,ROSALÍA,46,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.407,0.556,0.474,161.985,-6.098,120991,4,0,"['pop', 'r&b en espanol']",3,3.1
5EbsCDXjzmwtHm70q87VHt,Abcdefg,ROSALÍA,37,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.627,0.167,0.37,172.575,-17.881,65961,7,1,"['pop', 'r&b en espanol']",3,4.1
1nsHEIMiqiPzlwaZu5ykZG,Thank Yu :),ROSALÍA,39,2022-09-09,"{9: 'pop', 162: 'r&b en espanol'}",0.619,0.142,0.697,129.634,-28.669,34918,1,1,"['pop', 'r&b en espanol']",3,4.3
0lEaqq59YmCxJNB6cb209Y,Si Tú Supieras Compañero,ROSALÍA,40,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.391,0.215,0.13,142.835,-10.75,364657,8,1,"['pop', 'r&b en espanol']",3,4.7
6ZpYO78uVWjZ6AoxSxnAri,De Plata,ROSALÍA,38,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.516,0.223,0.252,94.916,-8.47,268511,6,1,"['pop', 'r&b en espanol']",3,4.7
1QzfazYi9a86Bf0h71xbH1,Nos Quedamos Solitos,ROSALÍA,37,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.309,0.315,0.191,88.124,-12.039,315046,7,1,"['pop', 'r&b en espanol']",3,2.0
0c7XKJjw6heRqQX7PzkUIj,Catalina,ROSALÍA,50,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.441,0.267,0.324,77.558,-9.64,214012,6,0,"['pop', 'r&b en espanol']",3,4.0
623kdaD0Wi2L0L6GyZvXUP,Día 14 De Abril,ROSALÍA,33,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.271,0.156,0.0914,160.013,-11.202,366059,7,1,"['pop', 'r&b en espanol']",3,3.9
4qEG0SIXAnjnd8KFH4T9Eg,Que Se Muere Que Se Muere,ROSALÍA,43,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.539,0.153,0.359,142.064,-8.697,88546,4,1,"['pop', 'r&b en espanol']",3,3.0
2gp9YVRrqL5N9MgjTwunux,Por Mi Puerta No Lo Pasen,ROSALÍA,33,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.402,0.196,0.185,99.605,-8.625,279627,10,0,"['pop', 'r&b en espanol']",3,3.7
5r3n7YYY1jtl8pqvZr1DAD,Te Venero,ROSALÍA,33,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.465,0.175,0.242,65.091,-11.124,246298,3,1,"['pop', 'r&b en espanol']",3,3.2
5bu6hDqiYju5JPcBUxGTjC,Por Castigarme Tan Fuerte,ROSALÍA,32,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.426,0.436,0.52,99.203,-6.779,128117,5,1,"['pop', 'r&b en espanol']",3,2.8
2iCuj1KMxtGU5rP2GY9VaP,La Hija De Juan Simón,ROSALÍA,35,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.411,0.117,0.295,100.056,-11.736,249277,6,1,"['pop', 'r&b en espanol']",3,4.6
0JRUe91TOCuUtwczlhbhsG,El Redentor,ROSALÍA,29,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.257,0.367,0.206,95.224,-8.019,181482,5,0,"['pop', 'r&b en espanol']",3,4.9
7c6ivZorDH6A98fBNFmCjX,I See A Darkness,ROSALÍA,33,2017-02-10,"{9: 'pop', 162: 'r&b en espanol'}",0.486,0.15,0.125,111.468,-13.15,248741,7,1,"['pop', 'r&b en espanol']",3,3.2
5m9l5wILQ9iiLd8csLeR5v,Dio$ No$ Libre Del Dinero,ROSALÍA,46,2019-07-03,"{9: 'pop', 162: 'r&b en espanol'}",0.583,0.439,0.232,61.837,-8.562,108000,8,0,"['pop', 'r&b en espanol']",3,2.7
2K3bjojp1sCLdMMoO5lJ2p,Milionària,ROSALÍA,53,2019-07-03,"{9: 'pop', 162: 'r&b en espanol'}",0.857,0.574,0.906,116.008,-6.441,138371,8,1,"['pop', 'r&b en espanol']",3,4.8
7dQFpbs34ufIEU745DVclf,Aute Cuture,ROSALÍA,53,2019-05-30,"{9: 'pop', 162: 'r&b en espanol'}",0.747,0.643,0.538,99.981,-6.991,147626,7,1,"['pop', 'r&b en espanol']",3,2.5
3ZwQCZ2LuYwuQ6R1p1CJ3w,Juro Que,ROSALÍA,49,2020-01-23,"{9: 'pop', 162: 'r&b en espanol'}",0.645,0.495,0.627,81.852,-6.77,170075,11,0,"['pop', 'r&b en espanol']",3,4.6
23zJcKwLf5CeaKVbFhrWgF,A Palé,ROSALÍA,54,2019-11-07,"{9: 'pop', 162: 'r&b en espanol'}",0.63,0.409,0.332,122.848,-8.83,143773,0,0,"['pop', 'r&b en espanol']",3,4.1
011qNICSJXz8maxvRLuBlO,Un Millón de Veces,ROSALÍA,24,2015-03-30,{55: 'unknown'},0.578,0.719,0.54,169.814,-4.504,278000,11,1,['unknown'],3,3.2
2SiAcexM2p1yX6joESbehd,LLYLM,ROSALÍA,62,2023-01-27,"{9: 'pop', 162: 'r&b en espanol'}",0.555,0.634,0.555,170.228,-5.522,174045,6,0,"['pop', 'r&b en espanol']",3,2.1
43MWnijE4yC3hZAjoRQ06N,Aunque Es De Noche,ROSALÍA,45,2017-11-02,"{9: 'pop', 162: 'r&b en espanol'}",0.698,0.29,0.398,137.936,-6.899,253109,4,0,"['pop', 'r&b en espanol']",3,3.0
3oAG0POhkYYkL7XVQpeMFa,A Palé - Gesaffelstein Remix,Gesaffelstein,29,2019-11-01,{372: 'dark clubbing'},0.78,0.488,0.0657,123.001,-9.198,204320,1,1,['dark clubbing'],3,3.0
1CU1MTRABcra8xqqT12jYq,En Mí (Interlude),J Balvin,31,2018-05-25,"{174: 'reggaeton', 191: 'reggaeton colombiano', 175: 'trap latino', 176: 'urbano latino'}",0.273,0.13,0.0643,35.579,-22.208,53560,8,1,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",3,3.5
1HII0EIufOG0nGpWCQixbO,TUYA,ROSALÍA,60,2023-06-08,"{9: 'pop', 162: 'r&b en espanol'}",0.718,0.526,0.575,165.023,-5.377,154552,4,0,"['pop', 'r&b en espanol']",3,3.2
5EmLnaMopRAzdvMVTyPovM,"¡Ay, Paquita! - Performed by ROSALÍA",Paquita Salas,47,2018-07-20,{55: 'unknown'},0.871,0.474,0.771,110.004,-5.801,52642,4,0,['unknown'],3,4.3
7BlBVFwvbWvcwNcUarQmjk,"Yo x Ti, Tu x Mi",ROSALÍA,70,2019-08-15,"{9: 'pop', 162: 'r&b en espanol'}",0.78,0.759,0.579,91.952,-3.292,201040,1,1,"['pop', 'r&b en espanol']",3,4.8
3vgiIJW3iSQRRvgYiW86i9,Brillo,J Balvin,62,2018-05-25,"{174: 'reggaeton', 191: 'reggaeton colombiano', 175: 'trap latino', 176: 'urbano latino'}",0.524,0.384,0.768,145.947,-10.049,159573,9,0,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",3,3.1
2qG5sZ7Si6sdK74qLxedYM,Con Altura,ROSALÍA,69,2019-03-28,"{9: 'pop', 162: 'r&b en espanol'}",0.882,0.689,0.746,97.963,-4.027,161627,6,1,"['pop', 'r&b en espanol']",3,4.7
1F7ZElvJAvWKQ7UaPXg9cF,Barefoot In The Park,James Blake,0,2019-01-18,"{62: 'art pop', 285: 'indie soul', 106: 'indietronica', 315: 'uk alternative pop'}",0.558,0.632,0.519,161.764,-8.339,211200,9,0,"['art pop', 'indie soul', 'indietronica', 'uk alternative pop']",3,4.6
1uAGwsFrgLgjBzp5F5bO3a,Cuando Te Beso (with ROSALÍA) - En Directo,Niña Pastori,36,2018-11-09,"{373: 'flamenco', 193: 'pop flamenco', 199: 'rumba', 111: 'spanish pop'}",0.568,0.937,0.409,173.964,-3.828,197762,4,0,"['flamenco', 'pop flamenco', 'rumba', 'spanish pop']",3,2.8
4w47S36wQGBhGg073q3nt7,TKN (feat. Travis Scott),ROSALÍA,67,2020-05-28,"{9: 'pop', 162: 'r&b en espanol'}",0.776,0.509,0.485,94.634,-6.266,129371,0,0,"['pop', 'r&b en espanol']",3,4.7
7h0d2h0fUmzbs7zeFigJPn,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,61,2019-12-27,"{3: 'rap', 374: 'slap house'}",0.559,0.491,0.114,153.131,-6.406,244874,2,0,"['rap', 'slap house']",3,2.5
3onYsieuDICdVt5ULZSExF,Barefoot In The Park (feat. ROSALÍA),James Blake,54,2019-01-18,"{62: 'art pop', 285: 'indie soul', 106: 'indietronica', 315: 'uk alternative pop'}",0.558,0.632,0.519,161.764,-8.339,211200,9,0,"['art pop', 'indie soul', 'indietronica', 'uk alternative pop']",3,2.1
1annUblrvMjiWM5ab0lMNH,Catalina en Gran Vía,Raül Refree,42,2018-10-01,{375: 'euskal musica'},0.376,0.404,0.196,121.606,-8.229,57587,6,0,['euskal musica'],3,4.3
0ymNUxAk6mSlC1Nuz0JxSH,Con la Peña,Cálido Lehamo,16,2017-10-26,{376: 'rap underground espanol'},0.396,0.329,0.331,124.651,-13.253,183078,7,0,['rap underground espanol'],3,2.3
7i7Jmgkinq6WgFJF8QLs3v,Chana,Kejaleo,3,2013-05-07,{55: 'unknown'},0.701,0.889,0.842,114.033,-6.822,251306,7,0,['unknown'],3,2.6
35UUpTmrcFXNIVIN26ujXl,Relación - Remix,Sech,65,2020-09-04,"{181: 'panamanian pop', 174: 'reggaeton', 175: 'trap latino', 176: 'urbano latino'}",0.793,0.771,0.835,171.943,-3.417,247308,5,1,"['panamanian pop', 'reggaeton', 'trap latino', 'urbano latino']",3,4.4
7MXgrcOQAJ5VwSNUL0lDd3,Blinding Lights (with ROSALÍA) - Remix,The Weeknd,51,2020-12-04,"{27: 'canadian contemporary r&b', 121: 'canadian pop', 9: 'pop'}",0.49,0.694,0.249,170.903,-5.793,216123,5,0,"['canadian contemporary r&b', 'canadian pop', 'pop']",3,4.8
2XIc1pqjXV3Cr2BQUGNBck,LA NOCHE DE ANOCHE,Bad Bunny,74,2020-11-27,"{174: 'reggaeton', 175: 'trap latino', 176: 'urbano latino'}",0.856,0.618,0.391,81.993,-4.892,203201,7,1,"['reggaeton', 'trap latino', 'urbano latino']",3,2.2
1ahCrpeTt94LL7y1aXw0Y8,Linda,Tokischa,62,2021-09-01,"{105: 'rap latina', 215: 'trap dominicano'}",0.891,0.751,0.711,115.046,-3.15,144019,2,1,"['rap latina', 'trap dominicano']",3,3.3
3re91K41XNVsViNbCPumTw,Oral,Björk,49,2023-11-21,"{259: 'alternative rock', 62: 'art pop', 236: 'electronica', 377: 'experimental pop', 378: 'experimental vocal', 379: 'icelandic experimental', 380: 'icelandic pop', 381: 'icelandic singer-songwriter', 167: 'metropopolis', 66: 'permanent wave', 382: 'trip hop'}",0.399,0.688,0.265,114.003,-6.335,222737,11,0,"['alternative rock', 'art pop', 'electronica', 'experimental pop', 'experimental vocal', 'icelandic experimental', 'icelandic pop', 'icelandic singer-songwriter', 'metropopolis', 'permanent wave', 'trip hop']",3,3.1
4Dl8bEzhAEGbcwkQawS1XG,Antes de Morirme (feat. ROSALÍA),C. Tangana,71,2016-07-05,{104: 'urbano espanol'},0.864,0.497,0.133,97.93,-8.886,199994,8,0,['urbano espanol'],3,3.9
1wvUSmrSoIDcoO6Y9GeIR6,Nothing’s Special,Oneohtrix Point Never,15,2021-05-19,"{383: 'ambient', 62: 'art pop', 384: 'drone', 97: 'escape room', 377: 'experimental pop', 385: 'fluxwork', 386: 'hauntology', 387: 'hypnagogic pop', 388: 'intelligent dance music', 389: 'wonky'}",0.221,0.308,0.0647,94.729,-7.162,212005,7,1,"['ambient', 'art pop', 'drone', 'escape room', 'experimental pop', 'fluxwork', 'hauntology', 'hypnagogic pop', 'intelligent dance music', 'wonky']",3,2.1
75rqqKvzJCGv2oq9C4yFDt,PROMESA,ROSALÍA,54,2023-03-24,"{9: 'pop', 162: 'r&b en espanol'}",0.63,0.374,0.373,104.955,-9.007,196427,6,1,"['pop', 'r&b en espanol']",3,4.0
3Eax1yebRxj6LSYpxE9Yd3,VAMPIROS,ROSALÍA,61,2023-03-24,"{9: 'pop', 162: 'r&b en espanol'}",0.766,0.684,0.474,102.045,-4.281,176590,9,0,"['pop', 'r&b en espanol']",3,2.7
609E1JCInJncactoMmkDon,BESO,ROSALÍA,76,2023-03-24,"{9: 'pop', 162: 'r&b en espanol'}",0.768,0.644,0.53,95.05,-6.671,194543,5,0,"['pop', 'r&b en espanol']",3,3.6
62idAqgmMxIIchpckGjMDU,Seguiriya Madre,Niño de Elche,29,2022-11-18,{111: 'spanish pop'},0.466,0.283,0.143,132.084,-7.562,250253,5,1,['spanish pop'],3,4.8
5e5yQoZklv1jp5bt5U47oH,Un Largo Viaje,Fernando Vacas,0,2018-04-27,{55: 'unknown'},0.518,0.336,0.138,112.675,-4.905,303241,9,0,['unknown'],3,2.2
4CD623yLJVvKJxUyzaTqtC,DESPECHÁ RMX,ROSALÍA,49,2022-12-16,"{9: 'pop', 162: 'r&b en espanol'}",0.954,0.582,0.884,130.008,-5.744,170828,9,0,"['pop', 'r&b en espanol']",3,3.1
7ov3TDp5D00Rnu5R1viX4w,New Woman (feat. ROSALÍA),LISA,85,2024-08-15,{390: 'k-pop'},0.477,0.854,0.314,140.515,-4.715,179790,7,1,['k-pop'],3,2.1
4OMJGnvZfDvsePyCwRGO7X,Houdini,Dua Lipa,70,2023-11-09,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.744,0.789,0.866,116.985,-4.876,185918,9,0,"['dance pop', 'pop', 'uk pop']",3,4.0
1vYXt7VSjH9JIM5oRRo7vA,Dance The Night - From Barbie The Album,Dua Lipa,80,2023-05-25,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.671,0.845,0.775,110.056,-4.93,176579,11,0,"['dance pop', 'pop', 'uk pop']",3,4.6
3PfIrDoz19wz7qK7tYeu62,Don't Start Now,Dua Lipa,80,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.793,0.793,0.679,123.95,-4.521,183290,11,0,"['dance pop', 'pop', 'uk pop']",3,3.7
3AzjcOeAmA57TIOr9zF1ZW,Physical,Dua Lipa,73,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.647,0.844,0.746,146.967,-3.756,193829,0,1,"['dance pop', 'pop', 'uk pop']",3,4.8
6zSpb8dQRaw0M1dK8PBwQz,Cold Heart - PNAU Remix,Elton John,79,2021-08-13,"{81: 'glam rock', 72: 'mellow gold', 73: 'piano rock', 74: 'rock'}",0.796,0.798,0.942,116.032,-6.312,202735,1,1,"['glam rock', 'mellow gold', 'piano rock', 'rock']",3,4.4
017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Dua Lipa,74,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.73,0.729,0.467,113.011,-3.434,221820,4,0,"['dance pop', 'pop', 'uk pop']",3,3.5
39LLxExYz6ewLAcYrzQQyP,Levitating,Dua Lipa,74,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.695,0.884,0.914,103.014,-2.278,203808,6,0,"['dance pop', 'pop', 'uk pop']",3,4.5
6Qb7YsAqH4wWFUMbGsCpap,Training Season,Dua Lipa,74,2024-02-15,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.812,0.587,0.664,123.041,-4.483,209488,5,0,"['dance pop', 'pop', 'uk pop']",3,3.3
4rPkN1FMzQyFNP9cLUGIIB,Love Again,Dua Lipa,71,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.659,0.667,0.468,115.982,-4.668,258004,11,0,"['dance pop', 'pop', 'uk pop']",3,3.4
5N4erncE7kuUccm7zEmwzk,Electricity,Silk City,66,2018-09-06,"{40: 'edm', 46: 'uk dance'}",0.588,0.67,0.505,118.159,-6.439,238173,0,1,"['edm', 'uk dance']",3,2.9
2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa,78,2017-06-02,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.762,0.7,0.608,116.073,-6.021,209320,9,0,"['dance pop', 'pop', 'uk pop']",3,3.6
1nYeVF5vIBxMxfPoL0SIWg,Hallucinate,Dua Lipa,64,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.627,0.69,0.627,122.053,-5.396,208505,10,0,"['dance pop', 'pop', 'uk pop']",3,2.9
59xD5osEFsaNt5PXfIKUnX,Illusion,Dua Lipa,65,2024-04-11,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.677,0.763,0.719,126.962,-4.701,188143,8,0,"['dance pop', 'pop', 'uk pop']",3,3.2
1ixphys4A3NEXp6MDScfih,Be the One,Dua Lipa,65,2015-10-30,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.661,0.651,0.368,87.46,-3.771,202915,7,0,"['dance pop', 'pop', 'uk pop']",3,3.7
1diS6nkxMQc3wwC4G1j0bh,We're Good,Dua Lipa,66,2021-02-11,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.722,0.588,0.59,134.01,-5.932,165507,6,1,"['dance pop', 'pop', 'uk pop']",3,4.4
1YrY0vjHWp672gt0crtj5A,End Of An Era,Dua Lipa,65,2024-05-03,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.661,0.818,0.772,117.045,-5.814,196219,0,1,"['dance pop', 'pop', 'uk pop']",3,3.5
7b6sWLSnbZhSIeqNGrJ4py,These Walls,Dua Lipa,72,2024-05-03,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.731,0.725,0.739,123.01,-5.117,217784,1,1,"['dance pop', 'pop', 'uk pop']",3,2.4
5nujrmhLynf4yMoMtj8AQF,Levitating (feat. DaBaby),Dua Lipa,79,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.702,0.825,0.915,102.977,-3.787,203064,6,0,"['dance pop', 'pop', 'uk pop']",3,2.3
7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,Dua Lipa,71,2018-10-19,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.678,0.729,0.643,99.895,-4.188,189173,8,1,"['dance pop', 'pop', 'uk pop']",3,3.8
76cy1WJvNGJTj78UqeA5zr,IDGAF,Dua Lipa,76,2017-06-02,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.836,0.544,0.51,97.028,-5.975,217947,7,1,"['dance pop', 'pop', 'uk pop']",3,4.4
6bAkr9wkQyPM4IDrP4tuwR,Whatcha Doing,Dua Lipa,64,2024-05-03,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.693,0.8,0.764,104.999,-3.749,198199,5,0,"['dance pop', 'pop', 'uk pop']",3,3.3
6zrJLhslleCHby0wbUnvVy,Future Nostalgia,Dua Lipa,52,2020-03-27,"{8: 'dance pop', 9: 'pop', 148: 'uk pop'}",0.875,0.813,0.859,114.993,-4.502,184882,7,1,"['dance pop', 'pop', 'uk pop']",3,4.3
7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,Megan Thee Stallion,65,2022-03-11,"{391: 'houston rap', 9: 'pop', 3: 'rap', 14: 'trap queen'}",0.814,0.628,0.677,123.977,-7.178,201334,7,1,"['houston rap', 'pop', 'rap', 'trap queen']",3,4.9
