id,song_name,artist_name,popularity,release_date,genres,danceability,energy,valence,tempo,loudness,duration_ms,key,mode
1U3CZqgtekCchvUXV6o9l1,Dembow y Reggaeton,El Alfa,0,2019-07-19,"dembow, rap dominicano, trap latino, urbano latino",0.891,0.891,0.721,117.057,-2.139,249733,5,1
6pAFKFARqPWEyHa1RMM1og,Sexy Bitch (feat. Akon),David Guetta,0,2010-10-26,"big room, dance pop, edm, pop, pop dance",0.814,0.631,0.836,130.003,-5.039,194867,11,0
4Clmg1g8n2yBYG13Z1oSdG,Baila Conmigo (feat. Kelly Ruiz),Dayvi,43,2018-12-28,"circuit, guaracha",0.745,0.972,0.556,128.031,-3.506,189818,7,1
0p34Y0tZFOvG3UpZQizOzv,Viento,Gianluca Vacchi,46,2017-08-11,,0.658,0.983,0.326,126.018,-2.021,228690,3,0
1sviDBcAqVOxMXq4xITVEs,Que Calor (with J Balvin & El Alfa),Major Lazer,57,2019-09-11,"dance pop, edm, electro house, moombahton, pop, pop dance",0.795,0.885,0.46,126.037,-4.13,169998,8,1
2Jc4A4kiyba4wkEIkjWxuQ,Volar,Sinsinati,35,2018-09-28,spanish pop,0.584,0.58,0.518,102.106,-7.559,188083,6,0
3eGOTosM8QRkgh8hm4lB1S,Caminem Lluny,Doctor Prats,20,2018-05-04,"mestissatge, musica catalana, rock catala",0.714,0.796,0.84,102.007,-8.441,226576,7,1
6MAyp12bbJz8zUUSPa6Ddg,Les Nits No Moren Mai,Doctor Prats,20,2017-09-29,"mestissatge, musica catalana, rock catala",0.759,0.773,0.748,126.019,-6.734,176320,6,1
1pNVZYEWkQfZmYJ5se7XJ9,Fins Que Arribi L'alba,Els Catarres,21,2018-03-13,rock catala,0.66,0.732,0.873,164.971,-5.592,196520,7,1
0baUWE0swA0J5OP5c0vAHs,Rock & Roll,Els Catarres,0,2013-03-21,rock catala,0.801,0.735,0.962,135.046,-7.572,166265,1,1
4yrP9i1qRx4tR16jH2MPm7,En Peu de Guerra,Els Catarres,0,2015-03-12,rock catala,0.678,0.862,0.943,150.001,-7.164,182293,4,0
0ClzwmZXDQH9mlhYQiTjZ2,Ara!,Doctor Prats,11,2016-04-05,"mestissatge, musica catalana, rock catala",0.571,0.757,0.668,147.946,-7.927,231474,7,1
2Q9ExjJVBxSIXmuFnkt54v,In the night,Oques Grasses,0,2019-02-08,"indie catala, musica catalana, reggae catala, rock catala",0.752,0.886,0.81,109.976,-5.059,176360,7,0
3ds1VoDnWeSJ3XbkSamt94,Pomposo (Remix),El Alfa,0,2019-08-02,"dembow, rap dominicano, trap latino, urbano latino",0.871,0.931,0.767,125.03,-3.647,225600,8,1
42yFmT6lc2kOBqooibIX08,Invencibles,Els Catarres,0,2013-03-21,rock catala,0.803,0.678,0.895,109.974,-8.731,183386,7,1
7hiceWoDGGP4RadNyGxRdm,Jenifer,Els Catarres,42,2011-11-29,rock catala,0.599,0.698,0.902,169.798,-8.975,231160,0,1
0ge3RApy254QnS4wPfgohK,Betoven,WildBoy Cooba,0,2019-03-08,,0.512,0.775,0.564,152.132,-4.98,174000,1,1
6oCZE1hdCEac5NnqMUotjh,"Hoy Me Desacato (Dale Pipo Remix) (feat. Nacho, Noriel & El Alfa)",Bulova,42,2018-11-23,"dembow, rap dominicano",0.918,0.885,0.819,119.957,-3.844,310047,1,1
439bhfWUo0JI6wmfvm4Auq,X.O.X.O.,Pedro Calderon,0,2019-02-18,flamenco urbano,0.507,0.819,0.569,199.812,-3.238,174351,6,0
1nO2vGrP18kP5ok92k3MOH,Temerario,Itaca Band,37,2015-03-16,"reggae catala, rock catala, ska catala",0.65,0.804,0.879,150.028,-8.147,201803,2,0
340lZ0e8ZjEXO95qLg44pY,Jalapeño,El Alfa,0,2019-08-02,"dembow, rap dominicano, trap latino, urbano latino",0.92,0.972,0.76,118.979,-1.798,184034,1,1
